Название аптеки,Адрес,Телефон,Цена
Минская Фармация Аптека N258,"Борисов, ул. 1812 года, 9",(01777) 79616,45.50 р.
Минская Фармация Аптека N26,"Плещеницы, ул. Комсомольская, 7",(01774) 22176,45.50 р.
Минская Фармация Аптека N27,"Руденск, ул. Ленинская, 23",(01713) 90243,45.50 р.
Минская Фармация Аптека N272,"Борисов, ул. 3-го Интернационала, 186",(0177) 960330,45.50 р.
Минская Фармация Аптека N300,"Мядель, ул. Юбилейная, 17А",(01797) 22830,45.50 р.
Минская Фармация Аптека N301,"Смолевичи, ул. 50 лет Октября, 4",(01776) 61350,45.50 р.
Минская Фармация Аптека N309,"Смолевичи, ул. Вокзальная, 6",(01776) 36026,45.50 р.
Минская Фармация Аптека N317,"Несвиж, ул. Сырокомли, 29/1, пом. 12",(01770) 27220,45.50 р.
Минская Фармация Аптека N318,"Воложин, ул. Советская, 95",(01772) 65095,45.50 р.
Минская Фармация Аптека N324,"Руденск, ул. Железнодорожная, 21",(01713) 20019,45.50 р.
Минская Фармация Аптека N46,"Смолевичи, пос. Октябрьский, ул. Почтовая, 4 пом. 10,11",(01776) 37320,45.50 р.
Минская Фармация Аптека N6,"Несвиж, аг. Снов, ул. Несвижская, 38",(01770) 55676,45.50 р.
Минская Фармация Аптека N62,"Фаниполь, ул. Комсомольская, 12А-2",(01716) 99293,45.50 р.
Минская Фармация Аптека N64,"Крупки, ул. Черняховского, 2",(01796) 20927,45.50 р.
Минская Фармация Аптека N73,"Дзержинск, д. Большие Новоселки",(01716) 91971,45.50 р.
Минская Фармация Аптека N75,"Минск-Фрунзенский, д. Новоселье",(017) 5026230,45.50 р.
Минская Фармация Аптека N83,"Старые Дороги, ул. Комсомольская, 24",(01792) 37202,45.50 р.
Минская Фармация Аптека N92,"Любань, д. Речень, ул. Садовая, 64",(01794) 52679,45.50 р.
Минская Фармация ЦМА N218,"Дзержинск, ул. Энгельса, 13А",(01716) 93971,45.50 р.
Минская Фармация ЦРА N131,"Мядель, ул. 17 Сентября, 20",(01797) 40264,45.50 р.
Минская Фармация ЦРА N19,"Березино, ул. Хонинова, 36",(01715) 66480,45.50 р.
АльфаАптека Аптека N9 ОДО Меджел,"Борисов, ул. Романовская, 2",(0177) 786521,45.50 р.
Минская Фармация Аптека N174,"Колодищи, ул. Чкалова, 8Б/1-2",(017) 5168760,45.50 р.
Минская Фармация Аптека N277,"Несвиж, ул. Сырокомли, 29",(01770) 20172,45.50 р.
АльфаАптека Аптека N19 ОДО Салюслайн,"Гродно, ул. Огинского, 12, ТЦ Парус",(0152) 677609,45.56 р.
Планета Здоровья Аптека N30 ИООО АБФармация,"Орша, ул. Якубовского, 71А, маг. Евроопт",+375216501903,45.60 р.
SAVA Аптека N37 ОДО ДКМ-ФАРМ,"Осиповичи, ул. Сташкевича, 43, маг. Соседи",(02235) 51077,от 45.63 р.
Планета Здоровья Аптека N17 ИООО АБФармация,"Брест, ул. Радужная, 150, Магазин Евроопт",+375162538668,от 45.72 р.
Планета Здоровья Аптека N37 ИООО АБФармация,"Речица, ул. Григория Ширмы, 30, пом. 167 ТЦ Global",+375234029883,45.72 р.
Планета Здоровья Аптека N60 Доктор Время ООО,"Гродно, ул. Советских Пограничников, 110А, Магазин Алми",+375152690877,45.72 р.
АльфаАптека Аптека N21 ГаленаФарм ООО,"Пинск, д. Галево, ул. Пинская, 96, пом. 2А",(0165) 644131,45.72 р.
Сакавик ООО Аптека N5,"Солигорск, г.п. Старобин, ул. Коржа, 9А-2",(0174) 296086,45.74 р.
InLek Аптека N9 ОДО ДКМ-ФАРМ,"Солигорск, ул. Ленина, 2Б",(0174) 235941,от 45.75 р.
SAVA Аптека N11 ООО Сеть аптек,"Гомель, ул. Царикова, 53А, маг. Мила",(0232) 322975,45.75 р.
Фитос-А УП Аптека N5,"Брест, ул. Гоголя, 67",(0162) 534145,45.78 р.
Аптекарь Аптека-53 ОДО Аптека N13,"Ольшаны, ул. Школьная, 6",(01655) 55998,46.12 р.
Планета Здоровья Аптека N11 ОДО Фарм-Продукт,"Логойск, ул. Победы, 44А, Магазин Белмаркет",+375177478985,46.17 р.
Планета Здоровья Аптека N14 ООО Космофарма,"Речица, ул. Пролетарская, 118, Магазин Евроопт",+375234061907,46.17 р.
Планета Здоровья Аптека N16 ООО ДОКТОР ТАИР,"Логойск, ш. Гайненское, 13, Магазин Евроопт",+375177425849,46.17 р.
Планета Здоровья Аптека N23 ООО Космофарма,"Гродно, пр-т Янки Купалы, 82А, Магазин Евроопт",+375152660117,46.17 р.
Планета Здоровья Аптека N26 ОДО Фарм-Продукт,"Гомель, ул. Ильича, 333, ТРЦ Кристаll",+375232534908,46.17 р.
Планета Здоровья Аптека N5 ООО Космофарма,"Минск-Заводской, ул. Нестерова, 49, Магазин Евроопт",+375173389710,46.17 р.
Планета Здоровья Аптека N9 ОДО Фарм-Продукт,"Лида, ул. Кирова, 8-13, ТЦ Континент, вход с улицы рядом с магазином Мегатоп",+375154617408,46.17 р.
АльфаАптека Аптека N7 ЗАО Компания Интерфарм,"Браслав, ул. Советская, 121",(02153) 64356,46.17 р.
АльфаАптека Аптека N8 ГаленаФарм ООО,"Пинск, ул. Брестская, 146",(0165) 642860,46.17 р.
АльфаАптека Аптека N1 ОДО Меджел,"Минск-Партизанский, ул. Солтыса, 60",(017) 3430860,46.17 р.
Сакавик ООО Аптека N8,"Слуцк, ул. Социалистическая, 132",(01795) 75190,46.19 р.
Могилевское РУП Фармация Аптека N11,"Могилев, ул. Кутепова, 4",(0222) 420887,46.45 р.
Могилевское РУП Фармация Аптека N111/6,"Бобруйск, ул. Урицкого, 125-229",(0225) 770623,46.45 р.
Могилевское РУП Фармация Аптека N124,"Быхов, ул. Гришина, 11-33",(02231) 78055,46.45 р.
Могилевское РУП Фармация Аптека N128,"Белыничи, ул. Мичурина, 1, пом. 25",(02232) 71263,46.45 р.
Могилевское РУП Фармация Аптека N131,"Горки, ул. Вокзальная, 34Б-38, пом. 38-1, 38-8, 38-9",(02233) 75938,46.45 р.
Могилевское РУП Фармация Аптека N139,"Шклов, ул. Фабричная, 3А",(02239) 76914,46.45 р.
Могилевское РУП Фармация Аптека N151,"Климовичи, ул. 50 лет СССР, 8",(02244) 76262,46.45 р.
Могилевское РУП Фармация Аптека N154,"Могилев, ул. Крупской, 65-37",(0222) 723394,46.45 р.
Могилевское РУП Фармация Аптека N157,"Костюковичи, ул. Юношеская, 111",(02245) 76386,46.45 р.
Могилевское РУП Фармация Аптека N159,"Могилев, ул. Ушакова, 2, маг.",(0222) 400120,46.45 р.
Могилевское РУП Фармация Аптека N162,"Кричев, м-н Комсомольский, 1-59",(02241) 63661.,46.45 р.
Могилевское РУП Фармация Аптека N163,"Кричев, ул. Вокзальная, 98",(02241) 64139,46.45 р.
Могилевское РУП Фармация Аптека N166,"Мстиславль, ул. Ленина, 104",(02240) 43272,46.45 р.
Могилевское РУП Фармация Аптека N169,"Осиповичи, ул. Ленинская, 43А",(02235) 42330,46.45 р.
Могилевское РУП Фармация Аптека N182,"Чаусы, ул. Ленинская, 2А",(02242) 76944,46.45 р.
Могилевское РУП Фармация Аптека N217,"Быхов, ул. Космонавтов, 9",(02231) 78527,46.45 р.
Могилевское РУП Фармация Аптека N218,"Могилев, ул. Кутепова, 38А, маг. Копеечка",(0222) 745308,46.45 р.
Могилевское РУП Фармация Аптека N219,"Могилев, ул. Мельникова, 4А-37, маг. Хозтовары",(0222) 656822,46.45 р.
Могилевское РУП Фармация Аптека N220,"Быхов, д. Годылево, ул. Парковая, 1",(02231) 40183,46.45 р.
Могилевское РУП Фармация Аптека N224,"Могилев, ул. Гагарина, 79-1, 1 этаж, пом. 1-170",(0222) 634407,46.45 р.
