Название,Адрес,Время работы,Телефон,Широта,Долгота
Флора-Фарм ООО Аптека N8,"Минск-Ленинский, пр-т Партизанский, 9","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 10.00-20.00, вс.; Возможны изменения в режиме работы аптек! Уточняйте звонком!",(017) 3614556,53.885674,27.586083
Флора-Фарм ООО Аптека N9,"Минск-Фрунзенский, ул. Ивана Шамякина, 15","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 10.00-20.00, вс.; Возможны изменения в режиме работы аптек! Уточняйте звонком!",(017) 3511271,53.894007,27.423643
Формула жизни плюс Аптека N1,"Брест, ул. Гвардейская, 6А","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.; Сан. день: 3-ий понедельник месяца с 9.00-12.00",(0162) 508379,52.056047,23.738592
Формула жизни плюс Аптека N2,"Брест, ул. Вульковская, 120А","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.; Сан. день: 3-ий понедельник месяца с 9.00-12.00",(0162) 508365,52.071350,23.724911
Формула жизни плюс Аптека N3,"Брест, наб. Франциска Скорины, 32, пом. 112","09.00-21.00, пн.–пт.; 11.00-19.00, сб.; 11.00-19.00, вс.; Сан. день: 3-ий четверг месяца с 9.00-12.00",(0162) 527088,52.084377,23.711346
Формула жизни плюс Аптека N4,"Полоцк, пр-т Франциска Скорины, 26-3","08.00-20.00, пн.–пт.; 09.00-18.00, сб.; 09.00-17.00, вс.",(0214) 465585,55.484525,28.773883
Формула жизни плюс Аптека N5,"Брест, ул. Мошенского, 82, маг. Санта","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.; Сан. день: последний четверг месяца с 9.00-12.00",(0162) 935913,52.112728,23.734056
Формула жизни плюс Аптека N6,"Брест, ул. Лактионова, 26А","09.00-21.00, пн.–пт.; 10.00-18.00, сб.; 10.00-18.00, вс.; Сан. день: 3-ий четверг месяца с 9.00-12.00",(0162) 281352,52.098711,23.784676
Формула жизни плюс Аптека N7,"Витебск, ул. Медицинская, 4В","09.00-21.00, пн.–пт.; 10.00-18.00, сб.; 10.00-18.00, вс.; Санитарные часы: третий четверг каждого месяца с 9:00 до 11:00; Праздничные дни: 10:00-18:00;",(0212) 605299,55.154080,30.220565
Формула жизни плюс Аптека N8,"Брест, ш. Варшавское, 37","09.00-21.00, пн.–пт.; 09.00-17.00, сб.; выходной, вс.; Сан.день: 2-ая среда месяца с 9.00-12.00",(0162) 580678,52.074076,23.710277
Формула жизни плюс Аптека N9,"Брест, ул. Халтурина, 31Б-36","09.00-20.00, пн.–пт.; 09.00-20.00, сб.; 10.00-18.00, вс.; Сан. день: 1-ый понедельник месяца с 8.00-11.00",(0162) 539789,52.090588,23.705811
Чефи ООО Аптека N1,"Боровляны, ул. 40 лет Победы, 28",Круглосуточно,(017) 5051155,53.991554,27.669862
Шарлота ОДО Аптека N1,"Молодечно, ул. Виленская, 9А-5","08.00-20.00, пн.–пт.; 08.00-20.00, сб.; 08.00-20.00, вс.",(0176) 530906,54.309683,26.844083
Шарлота ОДО Аптека N10,"Молодечно, ул. Франциска Скорины, 4-1","08.00-20.00, пн.–пт.; 08.00-20.00, сб.; 08.00-20.00, вс.",(0176) 527981,54.301085,26.849790
Шарлота ОДО Аптека N11,"Жодино, ул. Ленина, 21, к. 2, пом. 3","09.00-20.00, пн.–пт.; 09.00-19.00, сб.; 09.00-19.00, вс.; Праздничные дни: с 9.00 - 17.00 Санитирные дни: последнее воскресенье месяца 17:00-20:00",(01775) 62932,54.097570,28.298279
Шарлота ОДО Аптека N12,"Ошмяны, ул. Советская, 100, пом. 2","09.00-21.00, пн.–пт.; 09.00-18.00, сб.; 09.00-18.00, вс.; Праздничные дни: 9.00-17.00;",(01593) 77771,54.425577,25.936671
Шарлота ОДО Аптека N13,"Жодино, пр-т Мира, 4, пом. 35","09.00-18.00, пн.–пт.; 09.00-18.00, сб.; выходной, вс.; Праздничные дни: 9:00-17:00;            Санитарные часы: первое воскресенье каждого месяца с 17:00 до 20:00;",(01775) 55556,54.096636,28.315778
Шарлота ОДО Аптека N14,"Дзержинск, ул. Радужная, 2, пом. 6","09.15-19.15, пн.–пт.; выходной, сб.; выходной, вс.; Санитарные часы: первый понедельник каждого месяца с 9:15 до 13:00;",(01716) 54676,53.693671,27.135895
Шарлота ОДО Аптека N2,"Сморгонь, ул. Советская, 10-22","09.00-20.00, пн.–пт.; 09.00-18.00, сб.; 09.00-17.00, вс.",(01592) 24712,54.481888,26.396590
Шарлота ОДО Аптека N3,"Молодечно, ул. Великий Гостинец, 72-65А","08.00-20.00, пн.–пт.; 08.00-20.00, сб.; 08.00-20.00, вс.; Санитарные часы: второй воскресенье каждого месяца с 17:00 до 20:00;",(0176) 502298,54.303817,26.847733
Шарлота ОДО Аптека N4,"Молодечно, ул. Великий Гостинец, 67, к. 1","09.00-20.00, пн.–пт.; 10.00-18.00, сб.; 10.00-18.00, вс.",(0176) 751588,54.308440,26.821296
Шарлота ОДО Аптека N5,"Молодечно, пл. Привокзальная","08.00-20.00, пн.–пт.; 08.00-20.00, сб.; выходной, вс.",(01767) 48167,54.315758,26.839160
Шарлота ОДО Аптека N6,"Молодечно, ул. Великий Гостинец, 159","08.00-20.00, пн.–пт.; 08.00-20.00, сб.; 08.00-20.00, вс.; Санитарные часы - первое воскресенье месяца с 17.00 до 20.00",(0176) 751391,54.296817,26.876767
Шарлота ОДО Аптека N7,"Молодечно, ул. Великий Гостинец, 73","08.00-20.00, пн.–пт.; 08.00-20.00, сб.; 08.00-20.00, вс.",(0176) 502294,54.307440,26.826115
Шарлота ОДО Аптека N8,"Ошмяны, ул. Борунская, 2","08.00-20.00, пн.–пт.; 08.00-17.00, сб.; 08.00-17.00, вс.",(01593) 74718,54.424002,25.937088
Шарлота ОДО Аптека N9,"Могилев, ул. Первомайская, 48","08.00-20.00, пн.–пт.; 08.00-19.00, сб.; 08.00-19.00, вс.",(0222) 653091,53.911877,30.340095
Эклиния ООО Аптека N2,"Минск-Московский, ул. Волоха, 12, пом. 2Н","10.00-19.00, пн.–пт.; 10.00-16.00, сб.; выходной, вс.; Праздничные дни: выходной; Санитарные часы: первая пятница каждого месяца с 17:00;",(017) 3181454,53.897483,27.520467
Эклиния ООО Аптека N3,"Минск-Первомайский, ул. Филимонова, 53, 24-я городская пол-ка","09.00-17.00, пн.–пт.; выходной, сб.; выходной, вс.; Санитарный день:                                         
3-й четверг месяца с 14:00 до 17:00 ;            Праздничные дни: Выходной;",(017) 3198261,53.924414,27.633351
Эклиния ООО Аптека N4,"Минск-Октябрьский, ул. Ландера, 38, пом. 3H","09.00-20.00, пн.–пт.; 10.00-18.00, сб.; 10.00-17.00, вс.; Санитарный день: предпоследний четверг месяца;",(017) 3370614,53.840802,27.491789
Эклиния ООО Аптека N5,"Минск-Фрунзенский, ул. Мазурова, 2","09.00-21.00, пн.–пт.; 09.00-18.00, сб.; 09.00-18.00, вс.; Санитарный день - 4-е воскресенье месяца, все государственные праздники - выходной день.",(017) 3797599,53.896272,27.432734
Экомаркет ООО Аптека N1 второй категории,"Минск-Московский, ул. Ежи Гедройца, 12-2Н","09.00-20.00, пн.–пт.; 10.00-18.00, сб.; выходной, вс.",(044) 5072201,53.851332,27.479955
Экомаркет ООО Аптека N1 пятой категории,"Минск-Московский, ул. Карла Либкнехта, 84/1-1Н","09.00-20.00, пн.–пт.; 10.00-18.00, сб.; 10.00-18.00, вс.",(044) 5072501,53.895402,27.523670
Экомаркет ООО Аптека N2,"Минск-Фрунзенский, ул. Пимена Панченко, 4","09.00-21.00, пн.–пт.; 10.00-18.00, сб.; 10.00-18.00, вс.",(044) 5072502,53.882310,27.424198
Экомаркет ООО Аптека N3,"Минск-Советский, ул. Сурганова, 50, ТЦ Рига, центральный вход","09.00-21.00, пн.–пт.; 10.00-21.00, сб.; 10.00-21.00, вс.",(044) 5072503,53.929102,27.587649
Экомаркет ООО Аптека N4 второй категории,"Минск-Октябрьский, пер. Корженевского, 2А-1Н","09.00-21.00, пн.–пт.; 10.00-19.00, сб.; 10.00-18.00, вс.",(044) 5072204,53.844127,27.526360
Экомаркет ООО Аптека N4 пятой категории,"Бобруйск, ул. Октябрьская, 165-4, напротив главного входа рынка","09.00-20.00, пн.–пт.; 09.00-20.00, сб.; 09.00-20.00, вс.",(044) 5072504,53.152098,29.226634
Экомаркет ООО Аптека N5,"Волковыск, ул. Ленина, 5-2","выходной, пн.; 08.00-16.00, вт.; 08.00-16.00, ср.; 08.00-16.00, чт.; 08.00-16.00, пт.; 08.00-16.00, сб.; 08.00-16.00, вс.",(044) 5072505,53.161819,24.464907
Экомаркет ООО Аптека N6 пятой категории,"Минск-Заводской, пр-т Партизанский, 48, пом. 3Н","09.00-20.00, пн.–пт.; 10.00-20.00, сб.; 10.00-20.00, вс.",(044) 5072506,53.874822,27.624785
Экомаркет ООО Аптека N7 пятой категории,"Слуцк, ул. 14 Партизан, 86-1","09.00-20.00, пн.–пт.; 10.00-18.00, сб.; выходной, вс.; Технический перерыв: 13:00 - 13:30",(044) 5722507,53.044160,27.557896
Экстра-фарм ООО Аптека N2,"Микашевичи, ул. Первомайская, 15","09.00-19.00, пн.–пт.; 09.00-17.00, сб.; 09.00-15.00, вс.",(01647) 27266,52.224831,27.486256
Юнифарм ООО Аптека N1 второй категории,"Колодищи, ул. Короткая, 8","10.00-19.00, пн.–пт.; 10.00-18.00, сб.; выходной, вс.",(044) 5071202,53.947911,27.773081
Юнифарм ООО Аптека N1 пятой категории,"Молодечно, ул. Великий Гостинец, 75","08.00-20.00, пн.–пт.; 09.00-20.00, сб.; 09.00-20.00, вс.",(044) 5071501,54.307122,26.827559
Юнифарм ООО Аптека N10,"Борисов, ул. Строителей, 26","09.00-19.30, пн.–пт.; 09.00-18.00, сб.; 09.00-18.00, вс.",(044) 5071510,54.208175,28.490599
Юнифарм ООО Аптека N11,"Минск-Советский, Логойский тр-т, 19, к. 1, пом. 1Н","09.00-20.00, пн.–пт.; 10.00-19.00, сб.; 10.00-18.00, вс.",(044) 5071511,53.946558,27.612054
Юнифарм ООО Аптека N13,"Солигорск, ул. Заслонова, 67Б","09.00-20.00, пн.–пт.; 09.00-17.00, сб.; выходной, вс.",(044) 5071513,52.784400,27.509536
Юнифарм ООО Аптека N14,"Барановичи, ул. Советская, 102","09.00-21.00, пн.–пт.; 10.00-20.00, сб.; 10.00-18.00, вс.",(044) 5071514,53.128115,26.019723
Юнифарм ООО Аптека N15,"Колодищи, аг. Колодищи, 225","09.00-20.30, пн.–пт.; 10.00-19.00, сб.; 10.00-19.00, вс.",(044) 5071515,53.964405,27.761384
Юнифарм ООО Аптека N16,"Жодино, пр-т Ленина, 17, к. 3","09.00-20.00, пн.–пт.; 10.00-18.00, сб.; 10.00-18.00, вс.",(044) 5071516,54.097568,28.296675
Юнифарм ООО Аптека N17,"Солигорск, ул. Ленина, 15А","08.00-21.00, пн.–пт.; 08.00-21.00, сб.; 08.00-21.00, вс.",(044) 5071517,52.788065,27.538539
Юнифарм ООО Аптека N19,"Солигорск, пр-т Мира, 34, маг. Радуга","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.",(044) 5071519,52.784950,27.524408
Юнифарм ООО Аптека N2 пятой категории,"Жодино, ул. 50 лет Октября, 8-62","08.00-20.00, пн.–пт.; 09.00-19.00, сб.; 09.00-19.00, вс.",(044) 5071502,54.093604,28.308667
Юнифарм ООО Аптека N20,"Солигорск, пр-т Мира, 24, рядом с маг. Светлана, пом. 2","08.00-21.00, пн.–пт.; 09.00-17.00, сб.; 09.00-17.00, вс.",(044) 5071520,52.787743,27.520911
Юнифарм ООО Аптека N21,"Бобруйск, ул. Социалистическая, 78-6, угол Социалистической и Карла Либкнехта, напротив драматического театра","09.00-20.00, пн.–пт.; 10.00-18.00, сб.; 10.00-18.00, вс.",(044) 5071521,53.137842,29.227105
Юнифарм ООО Аптека N22,"Бобруйск, ул. Ульяновская, 21, пом. 3","08.00-20.00, пн.–пт.; 09.00-18.00, сб.; 09.00-18.00, вс.",(044) 5071522,53.163950,29.195205
